Company Name,Company Website,Company Location,Sector,Classification,Source
Touchmark Media,http://www.touchmarkmedia.in,"92nd St, 18th avenue, Ashok Nagar",IT Services,Company,OpenStreetMap
prime academy office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Blaze Dream Technologies Pvt Ltd,https://www.blazedream.com/,Pycrofts Garden Road,IT Services,Company,OpenStreetMap
Airtel,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Versutus Management Service Private ltd,https://www.versutus.com/,Kutchery Road,Other/Company,Company,OpenStreetMap
BSNL Exchange,,Justice Ramakrishna Salai,Other/Company,Company,OpenStreetMap
EMPEE GROUP OF COMPANY,,Adithanar Road,Other/Company,Company,OpenStreetMap
South India Shelters Pvt. Ltd.,,"Gulmohar Avenue, velachery main road",Other/Company,Company,OpenStreetMap
TAMIL NADU CABIL,,Montieth Lane,Other/Company,Company,OpenStreetMap
KRISHNAMURTHY,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Yes Yes Mega Powers,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Prestige Cyber Towers,,Rajiv Gandhi Salai,IT Services,Company,OpenStreetMap
Pondicherry Maritime Academy Chennai,https://www.pondicherrymaritime.com/,Angappan Naicken Street,IT Services,Company,OpenStreetMap
Official Gates,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Andhra Bank,https://www.andhrabank.in,TTK Road,Other/Company,Company,OpenStreetMap
Tamil Nadu Electricity Board,,Kottivakkam Kuppam Road,Other/Company,Company,OpenStreetMap
DMedium,,"10th Street, Ram Nagar, Puzhuthivakkam",IT Services,Company,OpenStreetMap
National Institute of Epidemiology,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Hexolabs Interactive Tech Pvt Ltd,,"Dr.VSI Estate, Thiruvanmiyur",IT Services,Company,OpenStreetMap
Group10 Technologies Pvt Ltd,,Vigneshwara Street,Other/Company,Company,OpenStreetMap
"LIC satellite office, selaiyur",,Velachery - Tambaram Main Road,Fintech,Company,OpenStreetMap
Trumatics,,6th Main Road,IT Services,Company,OpenStreetMap
Q-Pro,,6th Main Road,Other/Company,Company,OpenStreetMap
Chief Education Office,,JEENIS ROAD,Other/Company,Company,OpenStreetMap
Regional Transport Office-Sholinganallur,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
NSIC,https://nsic.co.in/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Payilagam Software Training Institute,,"Vijayanagar 1st Main Road, Velachery",IT Services,Company,OpenStreetMap
BSNL Office,https://www.bsnl.co.in/,"Mogappair West, Mogappair",Other/Company,Company,OpenStreetMap
Airtel Express,,"Mogappair West, Mogappair",Other/Company,Company,OpenStreetMap
Tata Communications Ltd.,,Nandambakkam Bridge,Other/Company,Company,OpenStreetMap
Tamilnadu electricity board office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
ObjectFrontier Software,https://www.objectfrontier.com/,Taramani Road,Other/Company,Company,OpenStreetMap
Theekathir Office,,Saidapet,Other/Company,Company,OpenStreetMap
Sharekhan - Share office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Kendriya Bhandar Regional Office,,Central Revenue Quarters,Other/Company,Company,OpenStreetMap
Central PWD Service Center,,Central Revenue Quarters Road,Other/Company,Company,OpenStreetMap
C.P.W.D Service Center,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Nirman Bhavan,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Parveen Travels,,"Jawaharlal Nehru Road, Koyembedu, Chennai",Other/Company,Company,OpenStreetMap
DMDK Office,,"Jawaharlal Nehru Road, Koyembedu, Chennai",IT Services,Company,OpenStreetMap
3ST,,Arcot Road Valasaravakkam,Other/Company,Company,OpenStreetMap
Trail cloud innovation services Pvt.Ltd,https://www.trail.do/,Thiruvalluvar salai,Other/Company,Company,OpenStreetMap
Way2SearchAnything,https://www.way2searchonlineshopping.com/,"Padikuppam road, Balaji Nagar, Thirumangalam, Anna Nagar West, Chennai",Other/Company,Company,OpenStreetMap
ICF Cooperative Society Store,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
HCL Technologies Ltd.,,"Porur, Chennai Radius",Other/Company,MNC,OpenStreetMap
US Biometrics Centre,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
ST Courier,http://stcourier.com/,MKN Road,Other/Company,Company,OpenStreetMap
Manogaran Typewriting Institute,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
TSR Packers And Movers,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
KMB,,Kundrathur Main Road peripanicherry,Other/Company,Company,OpenStreetMap
Ducen IT,https://www.ducenit.com/,Old Mahabalipuram Road,IT Services,Company,OpenStreetMap
Chennai Two Software Park,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Public Service Commission,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
CodeMyCompany,https://www.codemycompany.com/,City Limits Road,Other/Company,Company,OpenStreetMap
Comcast India Engineering Center,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
GeoConcept India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
வி.பி.சிந்தன் இல்லம் (CITU Perungudi Office),,"Burma Colony, Perungudi, Chennai",IT Services,Company,OpenStreetMap
Mangaldeep Puja Agarbathis,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
General Electric,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Bank Employees Federation of India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Free Software Foundation Tamil Nadu (FSFTN),https://fsftn.org,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Electricity Employees Central Point,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
McKinsey & Company Chennai Knowledge Center,https://www.mckinsey.com/knowledge-network/chennai,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
McKinsey & Company,https://www.mckinsey.com/in,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
McKinsey & Company Chennai Service Center,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
hutmatrix Architects,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Magalir Satta Uthavi Maiyam (MSUM),https://msum.in,6th Main Road,Other/Company,Company,OpenStreetMap
Rail Vikas Nigam Limited,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Beez Innovation Labs Pvt. Ltd.,https://www.beezlabs.com/,"SP-7A, South Phase, Guindy Industrial Estate, Guindy",IT Services,Company,OpenStreetMap
Cottee Union Office,,"Singanna Street, Chindadripet",Other/Company,Company,OpenStreetMap
MADARTH,,Alamelumangapuram,Other/Company,Company,OpenStreetMap
Rmade Technologies,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
iSprout Business Centre,,"PLOT NO. SP 22, Ekkatuthangal, Guindy",Other/Company,Company,OpenStreetMap
S4 Tower,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
S3 Tower,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
S1 Tower,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
S2 Tower,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Quadkast Technologies,http://quadkast.com/,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
EPF office,,"Nandambakkam, Tamil Nadu 600089",Other/Company,Company,OpenStreetMap
Sri Lankan Airlines,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Edufic Digital,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Global Logistics,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Kerry Indev Logistics,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Muthoot Finance,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Bajaj Capital,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Indigo Airlines,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Maruti Couriers and Cargo,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
CARE Institute of Behavorial Sciences,,Dr Thirumurthy Nagar 5th Street,IT Services,Company,OpenStreetMap
Hindu Religious and Charitable Endowments Department,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Keith Electronics Pvt Ltd,,"Porur, Chennai Radius",Hardware,Company,OpenStreetMap
Voltas Aerocool,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Shri Vinayaka Impex,,Dr Thirumurthy Nagar 5th Street,Other/Company,Company,OpenStreetMap
Sundaram Finance Holdings,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Kin Technologies Pvt Ltd,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Professional Courier,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
The Krishna Group,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Handloom Export Promotion Council,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Roanuz Softwares,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Vetivert Collective,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Malligai Dental Academy,,7th Avenue,IT Services,Company,OpenStreetMap
Panchayat Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Ambattur RTO,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
TNEB Substation 33/11KV,tangedco.gov.in,"7/41, Raghava Colony W St, Ragavan Colony, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083",Electric/Energy,Company,OpenStreetMap
Stone Bench Pvt Ltd,https://www.stonebench.co.in/,12th Avenue Ashok Nagar,Other/Company,Company,OpenStreetMap
Sunaadalahari,https://www.sunaadalahari.org/,CP Ramaswamy Road,Other/Company,Company,OpenStreetMap
Sri Lakshmi Agro,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
GUINDY SIDCO INDUSTRIAL ESTATE,,"HQ10 GUINDY SIDCO INDUSTRIAL ESTATE,",Other/Company,Company,OpenStreetMap
Viduthalai,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
IGNOU Chennai Regional Office,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Dravidar Kazhagam - HQ,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
HDFC Home Loans Velachery Branch,https://www.hdfc.com,"Balaji Nagar, Velachery Main Road",Other/Company,Company,OpenStreetMap
Vikatan Publisher,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Lodha Estates and Finance,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Zupersoft Solution PVT Ltd,https://zuper.co/,"Prakasam Street, Gangai Karai Puram, T. Nagar",Other/Company,Company,OpenStreetMap
Jacob Scientifics - Head Office,http://www.jacobscientifics.com,Madipakkam Main Road,Other/Company,Company,OpenStreetMap
Sowrem Promoters,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Shastra Cards Private Limited,http://www.shastracards.com/,Bazullah Road T. Nagar,Other/Company,Company,OpenStreetMap
YogaVahini,,"19th St, Venkateswara Nagar, Kottivakkam",Other/Company,Company,OpenStreetMap
Schatz Enterprises Private Limited,https://schatzmarkets.com/,"5th Avenue, Shanthi Colony,",Other/Company,Company,OpenStreetMap
SARF Communications,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
IPCS Automation,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Maaya Systems,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Helxyon Healthcare,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Nexus Interiors,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
VFS Global Services Pvt. Ltd.,,Ethiraj Salai,Other/Company,Company,OpenStreetMap
Cafeteria | PT area,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Saama Technologies pvt. Ltd,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Village Administrator's Office - Alandur,,M.K.N. Road,Other/Company,Company,OpenStreetMap
Trimble Information Technologies India Pvt Ltd,https://www.trimble.com/en/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
The Oriental Insurance Company,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
Life Insurance Corporation,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
United India Insurance Company,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
Themis Attorneys,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Food Corporation of India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
NABARD,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Central Stationary Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Wildlife Warden,https://guindypark.com/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
VAO Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Paul Travels,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
City Travels,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
National Travels,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Olive Travel Lines,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Centre of Indian Trade Unions,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Novac Technology Solutions,https://www.novactech.in/,"Statesman One, Ramakrishna Mutt Rd",Other/Company,Company,OpenStreetMap
Madras Management Association,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Pfizer,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
The Hindu,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Aanand & Co,,"3rd Street, Sundaram Colony",Other/Company,Company,OpenStreetMap
VBC solitaire,,Bazullah Road,Other/Company,Company,OpenStreetMap
Arasu Infotech,arasuinfotechservices.com,"1st and 2nd floor, Om sakthi nagar, Kasi Towers, Mettukuppam, Vanagaram",IT Services,Company,OpenStreetMap
DM Law Associates,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Shri Bhagiyalakshmi Travels,,SBLT Office,Other/Company,Company,OpenStreetMap
RTL-Academy,www.rtlacademy.org,"1st Street, Sigamani Nagar",Other/Company,Company,OpenStreetMap
Vasant Printers,,"Thiru Vi Ka Indl Estate, Guindy",Other/Company,Company,OpenStreetMap
Food Ingredient Specialities Private Limited,,Vanagaram - Ambattur Road,Other/Company,Company,OpenStreetMap
Department Of Tribal Welfare,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Rohit Krishna,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
R. Anand,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Engineering Works,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
S. Prakashchand Jain Advocates,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Hindustan Marketing,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Emerson Process Management Chennai,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Iss relocations,https://iss-relocations.com/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Sree Tantric Astrology,https://sreetantricastrology.com,Bazullah Road,Other/Company,Company,OpenStreetMap
Sree Vinayaga Builders,,27th Street,Other/Company,Company,OpenStreetMap
Truckrr Information services,https://www.truckrr.com/,"New MGR Road, Veeramamunivar, 1st street",IT Services,Company,OpenStreetMap
Awfis,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Khalf Co-works,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Alumni Affairs Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
PBR Associates,,Bhagirathi Ammal Street,Other/Company,Company,OpenStreetMap
Murugan Tinkering Works,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Utimax Industrial Solutions Pvt Ltd,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Nibav Towers - Nibav lifts,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
efiletax,https://www.efiletax.in/,"18th Main Road, Anna Nagar West",Other/Company,Company,OpenStreetMap
South India AIDS Action Programme,siaapindia.org,first cross street,Other/Company,Company,OpenStreetMap
research park,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Blue Dart,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Fits Air,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
LIC,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
Residency Builders,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Sri Venkateswara Vidyalaya,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
SITE,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Nesh Technologies,https://nesh.live,"Dr.VSI Estate, Thiruvanmiyur",IT Services,Company,OpenStreetMap
G P Strategies,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Integrated Sub Registrar Office's Campus,,"TNHB, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037",Other/Company,Company,OpenStreetMap
Center for Composite Materials,https://www.annauniv.edu/CCM/,Center for Excellent Building,Other/Company,Company,OpenStreetMap
"Regional Transport Office,Meenambakkam",,"Meenambakkam, New St, Mela Ilandaikulam, Alandur,",Other/Company,Company,OpenStreetMap
Inoesis,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Earthana,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Layotos Technologies Pvt LTD,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Yash Infosytems,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Dexterity Design Services,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
admin block,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
L.A.S Tower,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Bahwan Cybertek Pvt. Ltd.,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Full Creative,https://full.io/,"International Tech Park, Ascendas, Phase 1, 1st Floor, Pinnacle Building, CSIR Rd, Tharamani",Other/Company,Company,OpenStreetMap
New Designer Web,https://designerweb.in/,1st Main Road,Other/Company,Company,OpenStreetMap
Survey House,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
ONGC Anna Nagar Office Complex,,Anna Nagar West Extension,Other/Company,Company,OpenStreetMap
ZeQube Technologies,http://zeqube.com,1st Main Road,Other/Company,Company,OpenStreetMap
Laptop Spa,,Anna Nagar West Extension,Other/Company,Company,OpenStreetMap
Dura Housing,https://durahousing.com,"A. N. Elumalai Salai, Iyyapanthangal",Other/Company,Company,OpenStreetMap
Gateway Office Parks,https://x-officeparks.com/gateway-office-park-2/,Grand Southern Trunk Road,Other/Company,Company,OpenStreetMap
Sutherland Global Services,https://www.sutherlandglobal.com/,Grand Southern Trunk Road,Other/Company,Company,OpenStreetMap
Accenture,https://www.accenture.com/in-en,Grand Southern Trunk Road,Other/Company,MNC,OpenStreetMap
Central Warehousing Corporation Regional Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
LeBlanc Interior,https://www.leblancinterior.com/,Ponni Amman Koil Main Rd,Other/Company,Company,OpenStreetMap
NASTAF Technologies PVT LTD,https://nastaf.com/,"II Floor, Swathi Complex, No. 34, Flat No 2, Nandanam, Chennai, Tamil Nadu",IT Services,Company,OpenStreetMap
M SYSTEM & SERVICES,,"2nd Street, Part-2 Venkateswara Nagar, Kodungaiyur",Other/Company,Company,OpenStreetMap
Kiran Packaging,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Zilogic Systems Private Limited (Block III),,"2nd Floor, Ragula Tech Park, Dr. VSI Estate",Other/Company,Company,OpenStreetMap
Freshworks,https://freshworks.com,"Dr MGR Main Road, Kodandarama Nagar",IT Services,Company,OpenStreetMap
Administration Block,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Center for Innovation,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamilnadu Real Estate Regulatory Authority (TNRERA),,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Sterling Software Pvt Ltd,https://sterlingsoftware.global,CSIR road,Other/Company,Company,OpenStreetMap
L&T Shipbuilding,,Mount - Poonamallee - Avadi Road,Other/Company,Company,OpenStreetMap
Wcart,https://wcart.io/,"SIDCO Micro Industrial Estate, Thirumudivakkam",IT Services,Company,OpenStreetMap
"Joint Office, Southern Railway",,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Government Legislature & Secretariat,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
U.S. Consulate General,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Integral Coach Factory,https://icf.indianrailways.gov.in,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Ezhilagam,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Panagal Maaligai,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
All India Radio Station,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Public Works Department,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Cognizant Technology Solutions Pvt. Ltd.,,"Porur, Chennai Radius",Other/Company,MNC,OpenStreetMap
Cafeteria Block,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
SDB-2,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
SDB-3,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
SDB-4,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
SDB-1,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Computer Science Corporation (CSC),,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
MEPZ administrative office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Vijaya Garments,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
CPCL Refinery,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Basin Bridge MTC Depot,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Institute of Ocean Management,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
